rater_id,dialog_name,dialog_id,item,score
402,4,63,q9,4
458,4,63,q9,6
460,4,63,q9,6
465,4,63,q9,5
472,4,63,q9,6
479,4,63,q9,5
483,4,63,q9,6
484,4,63,q9,4
491,4,63,q9,6
492,4,63,q9,7
494,4,63,q9,6
495,4,63,q9,6
498,4,63,q9,6
500,4,63,q9,6
502,4,63,q9,4
512,4,63,q9,5
513,4,63,q9,5
514,4,63,q9,6
523,4,63,q9,4
526,4,63,q9,4
529,4,63,q9,4
532,4,63,q9,6
542,4,63,q9,3
549,4,63,q9,5
562,4,63,q9,3
566,4,63,q9,5
570,4,63,q9,5
575,4,63,q9,5
112,5,62,q1,6
15,5,62,q1,6
167,5,62,q1,6
178,5,62,q1,6
189,5,62,q1,6
208,5,62,q1,6
324,5,62,q1,6
396,5,62,q1,6
402,5,62,q1,4
458,5,62,q1,4
460,5,62,q1,4
465,5,62,q1,4
472,5,62,q1,7
479,5,62,q1,4
483,5,62,q1,7
484,5,62,q1,5
491,5,62,q1,6
492,5,62,q1,5
494,5,62,q1,5
495,5,62,q1,6
498,5,62,q1,5
500,5,62,q1,6
502,5,62,q1,6
512,5,62,q1,5
513,5,62,q1,5
514,5,62,q1,6
523,5,62,q1,4
526,5,62,q1,4
529,5,62,q1,4
532,5,62,q1,5
542,5,62,q1,4
549,5,62,q1,3
562,5,62,q1,6
566,5,62,q1,5
570,5,62,q1,5
575,5,62,q1,5
112,5,62,q2,6
15,5,62,q2,5
167,5,62,q2,5
178,5,62,q2,6
189,5,62,q2,6
208,5,62,q2,6
324,5,62,q2,5
396,5,62,q2,6
402,5,62,q2,4
458,5,62,q2,5
460,5,62,q2,4
465,5,62,q2,5
472,5,62,q2,6
479,5,62,q2,5
483,5,62,q2,7
484,5,62,q2,5
491,5,62,q2,5
492,5,62,q2,5
494,5,62,q2,3
495,5,62,q2,6
498,5,62,q2,5
500,5,62,q2,6
502,5,62,q2,5
512,5,62,q2,5
513,5,62,q2,6
514,5,62,q2,5
523,5,62,q2,4
526,5,62,q2,3
529,5,62,q2,4
532,5,62,q2,6
542,5,62,q2,4
549,5,62,q2,2
562,5,62,q2,5
566,5,62,q2,5
570,5,62,q2,5
575,5,62,q2,5
112,5,62,q3,6
15,5,62,q3,5
167,5,62,q3,6
178,5,62,q3,5
189,5,62,q3,7
208,5,62,q3,6
324,5,62,q3,6
396,5,62,q3,6
402,5,62,q3,4
458,5,62,q3,5
460,5,62,q3,4
465,5,62,q3,4
472,5,62,q3,6
479,5,62,q3,5
483,5,62,q3,7
484,5,62,q3,4
491,5,62,q3,6
492,5,62,q3,5
494,5,62,q3,5
495,5,62,q3,7
498,5,62,q3,5
500,5,62,q3,6
502,5,62,q3,6
512,5,62,q3,5
513,5,62,q3,5
514,5,62,q3,6
523,5,62,q3,3
526,5,62,q3,3
529,5,62,q3,4
532,5,62,q3,5
542,5,62,q3,4
549,5,62,q3,4
562,5,62,q3,5
566,5,62,q3,5
570,5,62,q3,5
575,5,62,q3,5
112,5,62,q4,6
15,5,62,q4,6
167,5,62,q4,5
178,5,62,q4,5
189,5,62,q4,6
208,5,62,q4,6
324,5,62,q4,5
396,5,62,q4,6
402,5,62,q4,4
458,5,62,q4,4
460,5,62,q4,4
465,5,62,q4,5
472,5,62,q4,7
479,5,62,q4,4
483,5,62,q4,7
484,5,62,q4,3
491,5,62,q4,6
492,5,62,q4,5
494,5,62,q4,5
495,5,62,q4,5
498,5,62,q4,5
500,5,62,q4,6
502,5,62,q4,5
512,5,62,q4,5
513,5,62,q4,5
514,5,62,q4,6
523,5,62,q4,4
526,5,62,q4,4
529,5,62,q4,3
532,5,62,q4,4
542,5,62,q4,3
549,5,62,q4,2
562,5,62,q4,4
566,5,62,q4,5
570,5,62,q4,4
575,5,62,q4,5
112,5,62,q5,6
15,5,62,q5,5
167,5,62,q5,4
178,5,62,q5,6
189,5,62,q5,6
208,5,62,q5,5
324,5,62,q5,6
396,5,62,q5,6
402,5,62,q5,5
458,5,62,q5,5
460,5,62,q5,4
465,5,62,q5,4
472,5,62,q5,6
479,5,62,q5,6
483,5,62,q5,7
484,5,62,q5,4
491,5,62,q5,5
492,5,62,q5,5
494,5,62,q5,5
495,5,62,q5,6
498,5,62,q5,5
500,5,62,q5,6
502,5,62,q5,5
512,5,62,q5,5
513,5,62,q5,5
514,5,62,q5,6
523,5,62,q5,4
526,5,62,q5,2
529,5,62,q5,4
532,5,62,q5,5
542,5,62,q5,4
549,5,62,q5,4
562,5,62,q5,5
566,5,62,q5,5
570,5,62,q5,5
575,5,62,q5,5
112,5,62,q6,6
15,5,62,q6,5
167,5,62,q6,3
178,5,62,q6,6
189,5,62,q6,6
208,5,62,q6,5
324,5,62,q6,5
396,5,62,q6,5
402,5,62,q6,4
458,5,62,q6,5
460,5,62,q6,5
465,5,62,q6,4
472,5,62,q6,6
479,5,62,q6,5
483,5,62,q6,5
484,5,62,q6,4
491,5,62,q6,6
492,5,62,q6,6
494,5,62,q6,5
495,5,62,q6,4
498,5,62,q6,5
500,5,62,q6,6
502,5,62,q6,5
512,5,62,q6,5
513,5,62,q6,6
514,5,62,q6,7
523,5,62,q6,3
526,5,62,q6,4
529,5,62,q6,4
532,5,62,q6,5
542,5,62,q6,5
549,5,62,q6,4
562,5,62,q6,3
566,5,62,q6,6
570,5,62,q6,7
575,5,62,q6,5
112,5,62,q7,6
15,5,62,q7,5
167,5,62,q7,4
178,5,62,q7,6
189,5,62,q7,6
208,5,62,q7,5
324,5,62,q7,6
396,5,62,q7,6
402,5,62,q7,4
458,5,62,q7,4
460,5,62,q7,4
465,5,62,q7,4
472,5,62,q7,6
479,5,62,q7,5
483,5,62,q7,7
484,5,62,q7,4
491,5,62,q7,5
492,5,62,q7,5
494,5,62,q7,5
495,5,62,q7,6
498,5,62,q7,4
500,5,62,q7,6
502,5,62,q7,5
512,5,62,q7,5
513,5,62,q7,6
514,5,62,q7,6
523,5,62,q7,4
526,5,62,q7,2
529,5,62,q7,4
532,5,62,q7,4
542,5,62,q7,4
549,5,62,q7,2
562,5,62,q7,5
566,5,62,q7,5
570,5,62,q7,6
575,5,62,q7,5
112,5,62,q8,6
15,5,62,q8,5
167,5,62,q8,4
178,5,62,q8,6
189,5,62,q8,6
208,5,62,q8,6
324,5,62,q8,5
396,5,62,q8,6
402,5,62,q8,4
458,5,62,q8,4
460,5,62,q8,4
465,5,62,q8,5
472,5,62,q8,6
479,5,62,q8,4
483,5,62,q8,7
484,5,62,q8,5
491,5,62,q8,5
492,5,62,q8,5
494,5,62,q8,5
495,5,62,q8,7
498,5,62,q8,4
500,5,62,q8,6
502,5,62,q8,5
512,5,62,q8,5
513,5,62,q8,6
514,5,62,q8,7
523,5,62,q8,3
526,5,62,q8,2
529,5,62,q8,4
532,5,62,q8,4
542,5,62,q8,4
549,5,62,q8,2
562,5,62,q8,4
566,5,62,q8,5
570,5,62,q8,6
575,5,62,q8,5
112,5,62,q9,6
15,5,62,q9,5
167,5,62,q9,4
178,5,62,q9,5
189,5,62,q9,6
208,5,62,q9,6
324,5,62,q9,5
396,5,62,q9,6
402,5,62,q9,4
458,5,62,q9,5
460,5,62,q9,4
465,5,62,q9,5
472,5,62,q9,7
479,5,62,q9,6
483,5,62,q9,6
484,5,62,q9,4
491,5,62,q9,6
492,5,62,q9,5
494,5,62,q9,4
495,5,62,q9,7
498,5,62,q9,5
500,5,62,q9,6
502,5,62,q9,5
512,5,62,q9,5
513,5,62,q9,6
514,5,62,q9,6
523,5,62,q9,4
526,5,62,q9,4
529,5,62,q9,6
532,5,62,q9,5
542,5,62,q9,4
549,5,62,q9,2
562,5,62,q9,5
566,5,62,q9,6
570,5,62,q9,6
575,5,62,q9,5
112,6,61,q1,6
15,6,61,q1,6
167,6,61,q1,5
178,6,61,q1,7
189,6,61,q1,7
208,6,61,q1,5
324,6,61,q1,6
396,6,61,q1,6
402,6,61,q1,5
458,6,61,q1,5
460,6,61,q1,5
465,6,61,q1,5
472,6,61,q1,5
479,6,61,q1,4
483,6,61,q1,7
484,6,61,q1,5
491,6,61,q1,4
492,6,61,q1,5
494,6,61,q1,5
495,6,61,q1,5
498,6,61,q1,5
500,6,61,q1,6
502,6,61,q1,5
512,6,61,q1,5
513,6,61,q1,5
514,6,61,q1,6
523,6,61,q1,5
526,6,61,q1,3
529,6,61,q1,6
532,6,61,q1,4
542,6,61,q1,5
549,6,61,q1,4
562,6,61,q1,2
566,6,61,q1,6
570,6,61,q1,5
575,6,61,q1,5
112,6,61,q2,6
15,6,61,q2,5
167,6,61,q2,5
178,6,61,q2,7
189,6,61,q2,6
208,6,61,q2,5
324,6,61,q2,5
396,6,61,q2,6
402,6,61,q2,4
458,6,61,q2,6
460,6,61,q2,5
465,6,61,q2,4
472,6,61,q2,5
479,6,61,q2,3
483,6,61,q2,7
484,6,61,q2,5
491,6,61,q2,5
492,6,61,q2,5
494,6,61,q2,4
495,6,61,q2,6
498,6,61,q2,5
500,6,61,q2,6
502,6,61,q2,5
512,6,61,q2,5
513,6,61,q2,5
514,6,61,q2,5
523,6,61,q2,4
526,6,61,q2,4
529,6,61,q2,3
532,6,61,q2,5
542,6,61,q2,4
549,6,61,q2,4
562,6,61,q2,3
566,6,61,q2,5
570,6,61,q2,5
575,6,61,q2,5
112,6,61,q3,6
15,6,61,q3,6
167,6,61,q3,5
178,6,61,q3,6
189,6,61,q3,7
208,6,61,q3,5
324,6,61,q3,6
396,6,61,q3,7
402,6,61,q3,4
458,6,61,q3,5
460,6,61,q3,5
465,6,61,q3,4
472,6,61,q3,4
479,6,61,q3,1
483,6,61,q3,7
484,6,61,q3,5
491,6,61,q3,4
492,6,61,q3,4
494,6,61,q3,5
495,6,61,q3,7
498,6,61,q3,6
500,6,61,q3,6
502,6,61,q3,4
512,6,61,q3,5
513,6,61,q3,4
514,6,61,q3,5
523,6,61,q3,5
526,6,61,q3,4
529,6,61,q3,6
532,6,61,q3,5
542,6,61,q3,5
549,6,61,q3,1
562,6,61,q3,2
566,6,61,q3,6
570,6,61,q3,5
575,6,61,q3,5
112,6,61,q4,6
15,6,61,q4,6
167,6,61,q4,5
178,6,61,q4,7
189,6,61,q4,7
208,6,61,q4,5
324,6,61,q4,5
396,6,61,q4,6
402,6,61,q4,4
458,6,61,q4,5
460,6,61,q4,6
465,6,61,q4,5
472,6,61,q4,4
479,6,61,q4,2
483,6,61,q4,7
484,6,61,q4,5
491,6,61,q4,4
492,6,61,q4,5
494,6,61,q4,5
495,6,61,q4,7
498,6,61,q4,5
500,6,61,q4,6
502,6,61,q4,4
512,6,61,q4,5
513,6,61,q4,4
514,6,61,q4,5
523,6,61,q4,5
526,6,61,q4,3
529,6,61,q4,4
532,6,61,q4,4
542,6,61,q4,4
549,6,61,q4,1
562,6,61,q4,2
566,6,61,q4,6
570,6,61,q4,5
575,6,61,q4,5
112,6,61,q5,6
15,6,61,q5,5
167,6,61,q5,5
178,6,61,q5,5
189,6,61,q5,7
208,6,61,q5,5
324,6,61,q5,6
396,6,61,q5,6
402,6,61,q5,4
458,6,61,q5,6
460,6,61,q5,5
465,6,61,q5,4
472,6,61,q5,4
479,6,61,q5,1
483,6,61,q5,7
484,6,61,q5,5
491,6,61,q5,4
492,6,61,q5,2
494,6,61,q5,5
495,6,61,q5,5
498,6,61,q5,5
500,6,61,q5,6
502,6,61,q5,4
512,6,61,q5,5
513,6,61,q5,5
514,6,61,q5,5
523,6,61,q5,5
526,6,61,q5,3
529,6,61,q5,5
532,6,61,q5,4
542,6,61,q5,5
549,6,61,q5,1
562,6,61,q5,3
566,6,61,q5,5
570,6,61,q5,4
575,6,61,q5,5
112,6,61,q6,6
15,6,61,q6,6
167,6,61,q6,5
178,6,61,q6,6
189,6,61,q6,7
208,6,61,q6,5
324,6,61,q6,6
396,6,61,q6,6
402,6,61,q6,5
458,6,61,q6,6
460,6,61,q6,6
465,6,61,q6,5
472,6,61,q6,4
479,6,61,q6,3
483,6,61,q6,6
484,6,61,q6,5
491,6,61,q6,4
492,6,61,q6,4
494,6,61,q6,5
495,6,61,q6,6
498,6,61,q6,5
500,6,61,q6,6
502,6,61,q6,5
512,6,61,q6,5
513,6,61,q6,5
514,6,61,q6,4
523,6,61,q6,4
526,6,61,q6,3
529,6,61,q6,5
532,6,61,q6,3
542,6,61,q6,5
549,6,61,q6,1
562,6,61,q6,4
566,6,61,q6,5
570,6,61,q6,5
575,6,61,q6,5
112,6,61,q7,6
15,6,61,q7,5
167,6,61,q7,4
178,6,61,q7,6
189,6,61,q7,7
208,6,61,q7,5
324,6,61,q7,5
396,6,61,q7,6
402,6,61,q7,4
458,6,61,q7,6
460,6,61,q7,5
465,6,61,q7,4
472,6,61,q7,4
479,6,61,q7,4
483,6,61,q7,7
484,6,61,q7,5
491,6,61,q7,3
492,6,61,q7,2
494,6,61,q7,5
495,6,61,q7,5
498,6,61,q7,5
500,6,61,q7,6
502,6,61,q7,4
512,6,61,q7,5
513,6,61,q7,5
514,6,61,q7,4
523,6,61,q7,5
526,6,61,q7,4
529,6,61,q7,5
532,6,61,q7,5
542,6,61,q7,5
549,6,61,q7,1
562,6,61,q7,4
566,6,61,q7,5
570,6,61,q7,4
575,6,61,q7,5
112,6,61,q8,6
15,6,61,q8,6
167,6,61,q8,4
178,6,61,q8,7
189,6,61,q8,7
208,6,61,q8,5
324,6,61,q8,6
396,6,61,q8,6
402,6,61,q8,3
458,6,61,q8,6
460,6,61,q8,6
465,6,61,q8,5
472,6,61,q8,5
479,6,61,q8,1
483,6,61,q8,7
484,6,61,q8,5
491,6,61,q8,3
492,6,61,q8,2
494,6,61,q8,5
495,6,61,q8,7
498,6,61,q8,5
500,6,61,q8,6
502,6,61,q8,5
512,6,61,q8,5
513,6,61,q8,5
514,6,61,q8,4
523,6,61,q8,5
526,6,61,q8,3
529,6,61,q8,5
532,6,61,q8,5
542,6,61,q8,4
549,6,61,q8,1
562,6,61,q8,4
566,6,61,q8,5
570,6,61,q8,5
575,6,61,q8,5
112,6,61,q9,6
15,6,61,q9,6
167,6,61,q9,5
178,6,61,q9,7
189,6,61,q9,6
208,6,61,q9,5
324,6,61,q9,5
396,6,61,q9,6
402,6,61,q9,5
458,6,61,q9,7
460,6,61,q9,5
465,6,61,q9,5
472,6,61,q9,6
479,6,61,q9,4
483,6,61,q9,7
484,6,61,q9,5
491,6,61,q9,4
492,6,61,q9,6
494,6,61,q9,4
495,6,61,q9,6
498,6,61,q9,5
500,6,61,q9,6
502,6,61,q9,4
512,6,61,q9,4
513,6,61,q9,5
514,6,61,q9,4
523,6,61,q9,4
526,6,61,q9,5
529,6,61,q9,6
532,6,61,q9,5
542,6,61,q9,5
549,6,61,q9,4
562,6,61,q9,3
566,6,61,q9,5
570,6,61,q9,5
575,6,61,q9,5
112,7,60,q1,6
15,7,60,q1,6
167,7,60,q1,6
178,7,60,q1,6
189,7,60,q1,7
208,7,60,q1,5
324,7,60,q1,6
396,7,60,q1,6
402,7,60,q1,4
458,7,60,q1,4
460,7,60,q1,5
465,7,60,q1,6
472,7,60,q1,6
479,7,60,q1,2
483,7,60,q1,7
484,7,60,q1,5
491,7,60,q1,6
492,7,60,q1,6
494,7,60,q1,4
495,7,60,q1,6
498,7,60,q1,4
500,7,60,q1,5
502,7,60,q1,5
512,7,60,q1,5
513,7,60,q1,5
514,7,60,q1,6
523,7,60,q1,4
526,7,60,q1,4
529,7,60,q1,4
532,7,60,q1,3
542,7,60,q1,4
549,7,60,q1,5
562,7,60,q1,2
566,7,60,q1,6
570,7,60,q1,5
575,7,60,q1,5
112,7,60,q2,6
15,7,60,q2,6
167,7,60,q2,6
178,7,60,q2,6
189,7,60,q2,7
208,7,60,q2,5
324,7,60,q2,5
396,7,60,q2,7
402,7,60,q2,5
458,7,60,q2,5
460,7,60,q2,4
465,7,60,q2,5
472,7,60,q2,6
479,7,60,q2,3
483,7,60,q2,7
484,7,60,q2,6
491,7,60,q2,6
492,7,60,q2,6
494,7,60,q2,5
495,7,60,q2,6
498,7,60,q2,4
500,7,60,q2,5
502,7,60,q2,5
512,7,60,q2,5
513,7,60,q2,5
514,7,60,q2,7
523,7,60,q2,4
526,7,60,q2,5
529,7,60,q2,2
532,7,60,q2,4
542,7,60,q2,4
549,7,60,q2,5
562,7,60,q2,4
566,7,60,q2,6
570,7,60,q2,5
575,7,60,q2,5
112,7,60,q3,6
15,7,60,q3,6
167,7,60,q3,6
178,7,60,q3,6
189,7,60,q3,7
208,7,60,q3,4
324,7,60,q3,6
396,7,60,q3,6
402,7,60,q3,4
458,7,60,q3,6
460,7,60,q3,5
465,7,60,q3,4
472,7,60,q3,7
479,7,60,q3,2
483,7,60,q3,7
484,7,60,q3,5
491,7,60,q3,5
492,7,60,q3,6
494,7,60,q3,4
495,7,60,q3,6
498,7,60,q3,4
500,7,60,q3,5
502,7,60,q3,4
512,7,60,q3,5
513,7,60,q3,5
514,7,60,q3,6
523,7,60,q3,4
526,7,60,q3,4
529,7,60,q3,3
532,7,60,q3,3
542,7,60,q3,3
549,7,60,q3,1
562,7,60,q3,2
566,7,60,q3,7
570,7,60,q3,5
575,7,60,q3,5
112,7,60,q4,6
15,7,60,q4,6
167,7,60,q4,6
178,7,60,q4,7
189,7,60,q4,7
208,7,60,q4,4
324,7,60,q4,5
396,7,60,q4,6
402,7,60,q4,4
458,7,60,q4,4
460,7,60,q4,5
465,7,60,q4,5
472,7,60,q4,6
479,7,60,q4,2
483,7,60,q4,6
484,7,60,q4,4
491,7,60,q4,4
492,7,60,q4,6
494,7,60,q4,4
495,7,60,q4,7
498,7,60,q4,4
500,7,60,q4,4
502,7,60,q4,5
512,7,60,q4,5
513,7,60,q4,4
514,7,60,q4,6
523,7,60,q4,4
526,7,60,q4,4
529,7,60,q4,3
532,7,60,q4,3
542,7,60,q4,3
549,7,60,q4,2
562,7,60,q4,2
566,7,60,q4,6
570,7,60,q4,5
575,7,60,q4,4
112,7,60,q5,6
15,7,60,q5,6
167,7,60,q5,6
178,7,60,q5,6
189,7,60,q5,7
208,7,60,q5,5
324,7,60,q5,6
396,7,60,q5,6
402,7,60,q5,4
458,7,60,q5,3
460,7,60,q5,5
465,7,60,q5,4
472,7,60,q5,6
479,7,60,q5,1
483,7,60,q5,7
484,7,60,q5,5
491,7,60,q5,4
492,7,60,q5,6
494,7,60,q5,5
495,7,60,q5,7
498,7,60,q5,5
500,7,60,q5,4
502,7,60,q5,4
512,7,60,q5,6
513,7,60,q5,5
514,7,60,q5,7
523,7,60,q5,4
526,7,60,q5,4
529,7,60,q5,4
532,7,60,q5,3
542,7,60,q5,4
549,7,60,q5,3
562,7,60,q5,3
566,7,60,q5,7
570,7,60,q5,5
575,7,60,q5,5
112,7,60,q6,6
15,7,60,q6,6
167,7,60,q6,5
178,7,60,q6,6
189,7,60,q6,7
208,7,60,q6,5
324,7,60,q6,5
396,7,60,q6,6
402,7,60,q6,6
458,7,60,q6,4
460,7,60,q6,6
465,7,60,q6,4
472,7,60,q6,7
479,7,60,q6,2
483,7,60,q6,7
484,7,60,q6,5
491,7,60,q6,6
492,7,60,q6,6
494,7,60,q6,5
495,7,60,q6,6
498,7,60,q6,4
500,7,60,q6,4
502,7,60,q6,6
512,7,60,q6,6
513,7,60,q6,5
514,7,60,q6,7
523,7,60,q6,4
526,7,60,q6,3
529,7,60,q6,4
532,7,60,q6,5
542,7,60,q6,5
549,7,60,q6,6
562,7,60,q6,5
566,7,60,q6,7
570,7,60,q6,6
575,7,60,q6,5
112,7,60,q7,6
15,7,60,q7,6
167,7,60,q7,5
178,7,60,q7,6
189,7,60,q7,7
208,7,60,q7,5
324,7,60,q7,6
396,7,60,q7,6
402,7,60,q7,4
458,7,60,q7,5
460,7,60,q7,4
465,7,60,q7,4
472,7,60,q7,6
479,7,60,q7,4
483,7,60,q7,7
484,7,60,q7,5
491,7,60,q7,5
492,7,60,q7,7
494,7,60,q7,5
495,7,60,q7,7
498,7,60,q7,5
500,7,60,q7,4
502,7,60,q7,4
512,7,60,q7,5
513,7,60,q7,5
514,7,60,q7,6
523,7,60,q7,4
526,7,60,q7,4
529,7,60,q7,4
532,7,60,q7,3
542,7,60,q7,4
549,7,60,q7,2
562,7,60,q7,3
566,7,60,q7,7
570,7,60,q7,5
575,7,60,q7,5
112,7,60,q8,6
15,7,60,q8,6
167,7,60,q8,6
178,7,60,q8,6
189,7,60,q8,7
208,7,60,q8,5
324,7,60,q8,5
396,7,60,q8,6
402,7,60,q8,4
458,7,60,q8,5
460,7,60,q8,5
465,7,60,q8,4
472,7,60,q8,6
479,7,60,q8,2
483,7,60,q8,7
484,7,60,q8,5
491,7,60,q8,4
492,7,60,q8,6
494,7,60,q8,5
495,7,60,q8,7
498,7,60,q8,5
500,7,60,q8,4
502,7,60,q8,5
512,7,60,q8,5
513,7,60,q8,5
514,7,60,q8,6
523,7,60,q8,4
526,7,60,q8,4
529,7,60,q8,4
532,7,60,q8,3
542,7,60,q8,4
549,7,60,q8,2
562,7,60,q8,3
566,7,60,q8,7
570,7,60,q8,5
575,7,60,q8,5
112,7,60,q9,6
15,7,60,q9,6
167,7,60,q9,6
178,7,60,q9,6
189,7,60,q9,7
208,7,60,q9,5
324,7,60,q9,5
396,7,60,q9,6
402,7,60,q9,5
458,7,60,q9,6
460,7,60,q9,5
465,7,60,q9,5
472,7,60,q9,7
479,7,60,q9,4
483,7,60,q9,6
484,7,60,q9,5
491,7,60,q9,5
492,7,60,q9,7
494,7,60,q9,5
495,7,60,q9,7
498,7,60,q9,5
500,7,60,q9,4
502,7,60,q9,5
512,7,60,q9,6
513,7,60,q9,6
514,7,60,q9,6
523,7,60,q9,4
526,7,60,q9,5
529,7,60,q9,5
532,7,60,q9,4
542,7,60,q9,4
549,7,60,q9,3
562,7,60,q9,4
566,7,60,q9,7
570,7,60,q9,5
575,7,60,q9,5
112,8,59,q1,6
15,8,59,q1,5
167,8,59,q1,5
178,8,59,q1,6
189,8,59,q1,6
208,8,59,q1,4
324,8,59,q1,6
396,8,59,q1,5
402,8,59,q1,4
458,8,59,q1,6
460,8,59,q1,4
465,8,59,q1,5
472,8,59,q1,6
479,8,59,q1,5
483,8,59,q1,7
484,8,59,q1,5
491,8,59,q1,4
492,8,59,q1,5
494,8,59,q1,6
495,8,59,q1,6
498,8,59,q1,6
500,8,59,q1,5
502,8,59,q1,5
512,8,59,q1,5
513,8,59,q1,5
514,8,59,q1,7
523,8,59,q1,4
526,8,59,q1,5
529,8,59,q1,4
532,8,59,q1,5
542,8,59,q1,5
549,8,59,q1,5
562,8,59,q1,4
566,8,59,q1,5
570,8,59,q1,4
575,8,59,q1,5
112,8,59,q2,6
15,8,59,q2,5
167,8,59,q2,5
178,8,59,q2,6
189,8,59,q2,6
208,8,59,q2,4
324,8,59,q2,6
396,8,59,q2,6
402,8,59,q2,4
458,8,59,q2,7
460,8,59,q2,4
465,8,59,q2,6
472,8,59,q2,6
479,8,59,q2,5
483,8,59,q2,7
484,8,59,q2,5
491,8,59,q2,5
492,8,59,q2,4
494,8,59,q2,6
495,8,59,q2,7
498,8,59,q2,6
500,8,59,q2,5
502,8,59,q2,5
512,8,59,q2,5
513,8,59,q2,5
514,8,59,q2,7
523,8,59,q2,4
526,8,59,q2,5
529,8,59,q2,5
532,8,59,q2,6
542,8,59,q2,5
549,8,59,q2,5
562,8,59,q2,3
566,8,59,q2,5
570,8,59,q2,4
575,8,59,q2,5
112,8,59,q3,6
15,8,59,q3,5
167,8,59,q3,6
178,8,59,q3,6
189,8,59,q3,6
208,8,59,q3,2
324,8,59,q3,6
396,8,59,q3,4
402,8,59,q3,4
458,8,59,q3,6
460,8,59,q3,4
465,8,59,q3,4
472,8,59,q3,5
479,8,59,q3,6
483,8,59,q3,7
484,8,59,q3,5
491,8,59,q3,4
492,8,59,q3,3
494,8,59,q3,6
495,8,59,q3,7
498,8,59,q3,5
500,8,59,q3,5
502,8,59,q3,6
512,8,59,q3,4
513,8,59,q3,4
514,8,59,q3,7
523,8,59,q3,3
526,8,59,q3,6
529,8,59,q3,5
532,8,59,q3,5
542,8,59,q3,5
549,8,59,q3,3
562,8,59,q3,2
566,8,59,q3,5
570,8,59,q3,4
575,8,59,q3,5
112,8,59,q4,6
15,8,59,q4,5
167,8,59,q4,6
178,8,59,q4,7
189,8,59,q4,6
208,8,59,q4,2
324,8,59,q4,6
396,8,59,q4,5
402,8,59,q4,4
458,8,59,q4,7
460,8,59,q4,4
465,8,59,q4,5
472,8,59,q4,5
479,8,59,q4,5
483,8,59,q4,7
484,8,59,q4,6
491,8,59,q4,4
492,8,59,q4,3
494,8,59,q4,6
495,8,59,q4,7
498,8,59,q4,6
500,8,59,q4,5
502,8,59,q4,5
512,8,59,q4,4
513,8,59,q4,5
514,8,59,q4,7
523,8,59,q4,3
526,8,59,q4,5
529,8,59,q4,5
532,8,59,q4,5
542,8,59,q4,5
549,8,59,q4,3
562,8,59,q4,2
566,8,59,q4,5
570,8,59,q4,4
575,8,59,q4,5
112,8,59,q5,6
15,8,59,q5,4
167,8,59,q5,5
178,8,59,q5,7
189,8,59,q5,6
208,8,59,q5,2
324,8,59,q5,5
396,8,59,q5,4
402,8,59,q5,4
458,8,59,q5,6
460,8,59,q5,4
465,8,59,q5,4
472,8,59,q5,5
479,8,59,q5,4
483,8,59,q5,7
484,8,59,q5,5
491,8,59,q5,4
492,8,59,q5,4
494,8,59,q5,5
495,8,59,q5,7
498,8,59,q5,5
500,8,59,q5,5
502,8,59,q5,4
512,8,59,q5,4
513,8,59,q5,4
514,8,59,q5,7
523,8,59,q5,3
526,8,59,q5,6
529,8,59,q5,4
532,8,59,q5,5
542,8,59,q5,5
549,8,59,q5,2
562,8,59,q5,2
566,8,59,q5,5
570,8,59,q5,4
575,8,59,q5,5
112,8,59,q6,6
15,8,59,q6,5
167,8,59,q6,4
178,8,59,q6,6
189,8,59,q6,6
208,8,59,q6,3
324,8,59,q6,5
396,8,59,q6,6
402,8,59,q6,4
458,8,59,q6,5
460,8,59,q6,5
465,8,59,q6,4
472,8,59,q6,6
479,8,59,q6,6
483,8,59,q6,6
484,8,59,q6,5
491,8,59,q6,5
492,8,59,q6,4
494,8,59,q6,5
495,8,59,q6,4
498,8,59,q6,5
500,8,59,q6,5
502,8,59,q6,5
512,8,59,q6,5
513,8,59,q6,5
514,8,59,q6,7
523,8,59,q6,3
526,8,59,q6,5
529,8,59,q6,4
532,8,59,q6,6
542,8,59,q6,4
549,8,59,q6,2
562,8,59,q6,7
566,8,59,q6,5
570,8,59,q6,4
575,8,59,q6,5
112,8,59,q7,6
15,8,59,q7,5
167,8,59,q7,5
178,8,59,q7,7
189,8,59,q7,6
208,8,59,q7,2
324,8,59,q7,6
396,8,59,q7,4
402,8,59,q7,4
458,8,59,q7,5
460,8,59,q7,4
465,8,59,q7,4
472,8,59,q7,5
479,8,59,q7,6
483,8,59,q7,7
484,8,59,q7,5
491,8,59,q7,4
492,8,59,q7,4
494,8,59,q7,6
495,8,59,q7,6
498,8,59,q7,5
500,8,59,q7,5
502,8,59,q7,4
512,8,59,q7,5
513,8,59,q7,4
514,8,59,q7,7
523,8,59,q7,3
526,8,59,q7,5
529,8,59,q7,4
532,8,59,q7,5
542,8,59,q7,4
549,8,59,q7,2
562,8,59,q7,2
566,8,59,q7,5
570,8,59,q7,4
575,8,59,q7,5
112,8,59,q8,6
15,8,59,q8,6
167,8,59,q8,5
178,8,59,q8,6
189,8,59,q8,6
208,8,59,q8,2
324,8,59,q8,6
396,8,59,q8,5
402,8,59,q8,4
458,8,59,q8,6
460,8,59,q8,4
465,8,59,q8,5
472,8,59,q8,5
479,8,59,q8,6
483,8,59,q8,7
484,8,59,q8,5
491,8,59,q8,4
492,8,59,q8,4
